seria 4-48-5
mouse	session	trial	line
LZ	13	14	ОФЦГЦХАКИФЦГЯМИКАКЛИМЭЖТ
LZ	13	15	ОФЦГЦХАКЛЕРЕЛКАДСШР
LZ	13	16	ОФЦГЯМИЛЕР
LZ	13	17	ОФХАКИМЭЖТ
LZ	10	1	ОФЦГЯМИКАКИМЭЖТЩУЗГЦХАКЛЕР
LZ	10	2	ОФЦГЯМИКАХЦГЯГЯМИКАДСШРШСДСШЕЛИМЯГЦХАКИМЯЭЖТЖЭМИКАХЦЗУЩТЩУЗГЦФЦГЦГЗУЩТ
LZ	10	3	ОФЦГЯГЦХАКИМЯГЦХАХЦГЯГЦГЗУЗГЦХАДСШРШСДАХФИКАХЦГЦФХАХЦФМЯГЯМИКАХЦГЦФИКАХКИМЯГЦХАХЦГЗУЩТЩУЗГЦХАКИМЯГЦФИКАКИФЦГЯМИКАХФИЛКАХЦГЦХКИФХКИФМЯГЦФОЫОИЛЕР
LZ	10	4	ОИКАХЦГЯЭЖТЩУЗГЦХАКАХЦГЯМИКИЛКАХФМЯГЯМИКАХЦЯМИКАХФЦГЯМИКАХЦГЦХАКИМЭЖТ
LZ	11	1	ОФЦГЯМИКАХЦГЯМИКАДСШРШСДАХЦГЯЭЖТЩУЗГЦФИКАКЛЕР
LZ	11	2	ОФЦГЯМИКАДСШРШСДСШРЕЛКАХЦГЦХАКИМЯГЯЭЖТЩУЗГЦХФЦГЦЯМИКАХЦГЦФИКАКИМЯГЦХАКИФЦГЯМИКАДСШРШСДАХЦГЗУЩТЩУЗГЦФИКАКЛЕР
LZ	11	3	ОФЦГЯМИКАХЦГЯГЦГЯЭМИКАХЦГЦХАХФМЯГЯМИКАКХЦГЯЗУЩТ
LZ	11	4	ОФЦГЦХАКИМЯГЦФИКАХЦГЦФИКАХФМЯГЦХАКИОЫОИКАХЦГЦГЯГЯЭЖТЩУЗЦФМЭЖТЖЭМИЛЕР
LZ	11	5	ОФХАДСШРШСДАХЦГЯМИКАХЦГЦГЦХАХКИФИКАКАХЦГЦХКИМЯГЦФИКАХЦГЯЭВЭМИКАХЦГЯЭЖТ
LZ	12	1	ОФЦГЯМИКАДСШР
LZ	12	2	ОФЦГЯМИКАХЦГЗУЩТЖЭЯГЦХАКИМЯГЦФИЛЕРШСДХЦГЯМИКАДСШРШСДАХЦГЦФХАКИМЯГЯЭМИКАХФЦГЦХАКИМЯГЯЭМИКАХЦГЦХКЛЕР
LZ	12	3	ОФЦГЯМИЛКАДСШРШСДАХФИКАХЦГЯЭЖТ
LZ	12	4	ОФЦГЦХАКИОЫОИКАДСШР
LZ	12	5	ОФЦГЯЭЖТЩУЗГЗУЩТЩУЗГЦФМЯГЦХАКИМЯГЦХАКАХФИЛКАДСШР
LZ	12	6	ОФЦГЯМИКАХЦГЦХКИФХАХЦФИЛЕР
LZ	12	7	ОФЦГЯМИКАХЦГЦХАДСШР
LZ	12	8	ОФЦГЯМИКАХЦГЦХАХАКИМЯГЦФИКАХЦГЗУЩТ
LZ	12	9	ОФХАХЦГЯМИЛЕРЕЛКАХЦГЯМИЛЕР
LZ	12	10	ОФХАКИФЦГЯМИЛЕР
LZ	12	11	ОФЦГЯЭЖТЩУЗГЦХАКИМЯГЯЭЖТЩУЩТЩУЗГЦФИКАКЛЕРЕЛИМЯГЦФИЛЕР
LZ	12	12	ОФЦГЯМИКАХЦГЯМИКАКИМЭМИКАКИФЦГЦХАХФМЯГЦГЦХАХКИМЯГЦХАКАДСШРШСДХФМЯГЯЭЖТЩУЗГЗУЩТ
PZ	7	6	ОФХАКИМЯГЦХАХАКИМЯГЦХАКИМЯГЗУЩТ
PZ	7	1	ОМЯГЦХАКИМЭЖТ
PZ	7	2	ОФХАКИМЯГЦХАКИМЯГЗУЩТ
PZ	7	3	ОФХАКИМЯГЦХАДСШР
PZ	7	4	ОМЯГЯЭВЖТЩУЗГЯМИКАХЦГЯМИКАХФХАХФХАКИМЯГЦХАКИМЯЗУЩТ
PZ	7	5	ОФХАКЛБЛИМЯГЦХАДСШР
PZ	7	7	ОФХАКАХЦГЯМФХАДСШРШСДАХЦГЯМФХАКИМЯГЦХАДСШСДАХЦХАКЛИФХАХЦГЯЭЖТ
PZ	7	8	ОИКАХЦГЯМИКАХЦГЯМИКАХЦГЯЭЖТЩУЗГЦХАКИМЯГЦФОЫОМЯГЗУЩТЩУЩТ
PZ	7	9	ОФХАКИМЯГЦХАКИМЯГЦХАДСШРЕЛКАКИМЯГЦХАДСШРШСДАХКИМЯГЦХАДСШРШСДАХАКЛИФХАХЦГЗУЩТ
PZ	7	10	ОФЦГЯМИЛИМЯГЦХАКИОЫОФХАКИМЯЦХАКИМФХАХАХЦГЯЭЖТЩУЗГЗУЩТ
LZ	14	1	ОФЦГЦХАКЛЕР
LZ	14	2	ОФЦГЯМИКАДСШР
LZ	14	3	ОФЦГЦХАДСШР
LZ	14	4	ОФЦГЗУЩТЖЭЯГЦХАКИМЯГЦХАДСШР
LZ	14	5	ОФЦГЯЭЯГЯМИКАКАХАХЦГЦФОЫОИЛЕР
LZ	14	6	ОФЦГЦХАКЛЕР
LZ	14	7	ОФЦГЯМИКАХФМЭЖТЩУЗГЦХАКЛИМЭЖТ
LZ	14	8	ОФЦГЦХАКИМЯГЯМИЛЕР
LZ	14	9	ОФЦГЯМИЛЕРШСДСШР
LZ	14	10	ОФЦГЯМИКАДСШР
LZ	14	11	ОФХЦГЦХАКИМЯГЦХАДСШР
LZ	14	12	ОФЦГЯМИКАХЦГЦФИЛЕРЕЛКАХЦГЦФИКАДХЦХАКЛЕР
LZ	14	13	ОФЦГЦХАКИМЯГЯМИМЭЖТЩУЗГЦХАДСШР
LZ	14	14	ОФЦГЦФМЯМИКАКЛЕР
LZ	14	15	ОФЦГЯЭЖЩУЩТЖЭМИКАХЦГЦХАХЦФХАДСШР
LZ	14	16	ОФЦГЯМИКАХФИКАКЛИМЭМИЛЕРШСДАХЦГЦХАКЛЕР
LZ	14	17	ОФЦГЯМИКАДСШРШСДАХЦГЯМИКАКЛЕР
LZ	14	18	ОФЦГЯМИКАХЦГЦФОЫОИЛЕРШСДАХЦГЦХАКЛЕР
LZ	14	19	ОФЦГЯМИКАДСШР
LZ	14	20	ОФЦГЯМИКАКИФХАКИФЦГЯЦХАХФМЯГЯМЭМИКАХЦФМЭЖТ
LZ	15	1	ОФЦГЯМИКАКЛЕР
LZ	15	2	ОФЦГЯМИКАХФИКАДСШР
LZ	15	3	ОФЦГЦХАКИМИКАДСШР
LZ	15	4	ОФЦГЦХАКЛЕР
LZ	15	5	ОФЦГЯМИКАХЦГЦХКИМЯГЯЭМИЛЕР
LZ	15	6	ОФЦГЦХАКЛЕР
LZ	15	7	ОФЦГЦХАКЛЕР
LZ	15	8	ОФЦГЯМИКАКЛЕР
LZ	15	9	ОФЦГЯЭЖТЩУЩТЖЭМИЛЕР
LZ	15	10	ОФЦГЦХФМЯГЯМИКАКЛЕР
LZ	15	11	ОФЦГЦХАКИКАДСШР
LZ	15	12	ОФЦГЦХАКЛЕР
LZ	15	13	ОФЦГЯЭМИКАДСШР
LZ	15	14	ОФЦГЯМИКАХЦГЦФМЯГЯЭЯГЯМИЛКАХЦГЦХАХЦФИКАКАКИМЯГЯМИЛЕР
LZ	15	15	ОФЦГЯМИКАКЛЕР
LZ	15	16	ОФЦГЦХАХЦФХАХФОЫОИКАКЛЕР
LZ	15	17	ОФЦГЯМИКАДСШР
LZ	15	18	ОФЦГЯМИКАХФИКАКЛЕР
LZ	15	19	ОФЦГЯЭЖЩТЖЭМИКАХФМЯГЯЭМИКАХАХЦХКАКЛЕР
LZ	18	1	ОФЦГЯМИКАХФИКАДСШР
LZ	18	2	ОФЦГЯЭМИКАДСШР
LZ	18	3	ОФЦГЯЦХАКХЦГЗУЩТ
LZ	18	4	ОФЦГЗУЗГЦХАДСШРШСДАХФХАХЦГЯЦХДСШР
LZ	18	5	ОФХАДСШР
LZ	18	6	ОФЦГЯЦФМЯМИКИМЭМЯМИМЭЖТЩУЩТ
LZ	18	7	ОФХАДСШРШСДАХЦГЯМИКАХЦГЯГЯМИКАХЦГЯМИЛЕРЕЛИКАХФОЫОИКАХЦХАХЦГЦХАДСШР
LZ	18	8	ОФЦГЯМИКАХФМИКАДСШРШСДАХЦГЗУЩТ
LZ	18	9	ОФЦГЯЭМИКАХЦХАКИМЯГЗУЩТ
LZ	18	10	ОФХАКИМЯГЯМИКАХЦГЯМИЛЕР
LZ	18	11	ОФЦГЯМИКАХФОЫОФХАДСШР
LZ	18	12	ОФХАХФИКАКИКЛЕР
LZ	18	13	ОФЦГЯМИКАХФОЫОИКАКЛИМЭМИЛЕРШСДХФМЭЖЩУЗЦФИЛЕР
LZ	18	14	ОФИКАХЦГЯМИКАХЦГЯМИКАХАХЦГЗУЩТЩУЩТЩУЗГЦХАКИКАКИМЯГЯМИЛИОЫОИКОЕЦОЫТОГОВРЕМЕИКАХЦГЦХАКИМЭВЭМИЛБЕР
PZ	1	1	ОЫОИКАКЛКАКИОЫОМЯЗУЩУЗГЯМИЛИОЫОИКДСШР
PZ	2	1	ОФХКЛЕШСДСШЕЛКАДСШР
PZ	2	2	ОИКХЦЗУЩТ
PZ	2	3	ОФЦЗУЩУЩТЩУЗЯЭЯГЗУЗГЯМИЛКАХЦЗУЩТ
PZ	2	4	ОИКДСШЕЛИМЭЖЩУЗГЯМЯЦХКИМЯЦФОЫОФЦЗУЩТ
PZ	2	5	ОФЦЗУЩТЩУЗГЯЭМИЛКДСШР
PZ	2	6	ОФЦЗУЩТЖЭЯГЯМИЛЕР
PZ	2	7	ОФХАХЦЗУЩЖЭЯГЯЭЯМИКДСШР
PZ	2	8	ОФЦЗУЩУЩУЗГЯМФХАКИМИКАКЛЕР
PZ	2	9	ОФЦЗУЩТЩУЗГЯМИЛКАКИМЯГЗУЩТ
PZ	3	1	ОФХАКИФЦЗУЩТЖЭЯГЯМИКАДСДСШР
PZ	3	2	ОФЦЗУЩТ
PZ	3	3	ОМЭЯГЦХАДСШР
PZ	3	4	ОФХАДСШРЕЛИМЯГЗУЩТ
PZ	3	5	ОФЦГЯМИКАХФОЫОФХКИМЯГЯЭЖТЩУЗГЯМФХАКАХЦГЯМИЛЕР
SH	12	18	ОФХАХЦГЯЭЖТ
PZ	3	6	ОФЦГЗУЩТЩУЗГЦХАКИМЯГЦХАДСШР
PZ	3	7	ОФХАДАКАХФМЭВЭМЯГЦХАКИМЯГЯМФХАКХЦГЗУЩТ
PZ	3	8	ОФ
PZ	3	8	ЦГЗУЗГЦХАДСШР
PZ	5	6	МИКА
PZ	5	1	ОФХАКИМЯГЗУЩТ
PZ	5	2	ОФХАКИФЦГЯЭЯГЦХАКЛЕРЕЛКАХФОЫОМЯГЦХАДСШР
PZ	5	3	ОФХАКИМЯГЦХФМЯГЗУЩТЩУЗГЦХАКИМЯГЦХАХЦГЦХАКИМЭЖТЩУЗГЦФИЛЕР
PZ	5	4	ОИКАХЦГЯМЯГЯМФХАКИМЯГЦХАДСШР
PZ	5	5	ОФХАХКИФЦГЯМФХАХЦГЯГЯМИЛБЕР
PZ	5	6	ОМЯГЦХАДСШРЕЛКАХЦГЯГЦЯХЦГЯЭЯГЯМИЛЕР
PZ	5	7	ОМЯГЦХАДАКИМЯГЦХФОЫОФХАКИМЯГЦХАКИОЫОМЯГЯЭЖТ
PZ	5	8	ОФХАХЦГЗУЩТЩУЗГЦХАДСШРШСДАКИМЯГЯМФХАДАХАДСШРШСДАХЦГЯГЯЭЯГЦХКИМЯГЦХАХЦГЯГЦГЯМОЫОФХАКИМЯГЦХАКОЕЦОЫТОГОВРЕМЕИМЭЯГЦХАКЛБЕР
PZ	4	1	ОМЭЖЩУЗГЦХАКИФЦГЗУЩТЖЭМИЛЕР
PZ	4	2	ОФХАДСШРЕЛКАХЦГЯМОЫОИКАХЦЗУЩТ
PZ	4	3	ОМЯГЯЭВЖТЩУЗГЦХАКЛЕРШСДАКИМЯГЯЭВЭМИМЯГЯЭМИЛЕР
PZ	4	4	ОФХАДСШР
PZ	4	5	ОФХАКИМЯГЦФИФЦХАКАХЦГЗУЩТЩУЗГЦФИКАХЦГЗУЩУЗГЦХАКЛБЕР
PZ	4	6	ОМФОЫОМЯГЦХАДСШРШСДАХЦГЯЭВЖЩУЗГЯМЯГЦХАКИМЯГЦХАДАКХФИКАХФЦГЯМЭМИЛБЕР
PZ	4	7	ОМЯГЦХАКИОФХАКИМЯГЦХАДСШР
PZ	6	1	ОФЦГЗУЩТЖЭМИКАХФОЫОМЯГЦХАКИМЯГЯЭВЖТ
PZ	6	2	ОФХАДСШРЕБЕР
PZ	6	3	ОФХАКИМЯГЦХАКИОЫОМЯГЦХФМЭЖТЩУЗГЗУЩУЗЦХАДСШР
PZ	6	4	ОМЯГЦХАДСШР
PZ	6	5	ОМЯГЦХАКЛЕРЕЛИМЯГЦХАДСШР
PZ	6	6	ОФХАКИМЭЖТЩУЗГЦХАКИМЯГЦХАХФМЭЯГЦХАДСШР
PZ	6	7	ОМЯГЦФЦГЦХАКИМЯГЦЗУЩТ
PZ	6	8	ОИЛБЕРШСДАХФОЫОИКАКИМЯГЦХАКИМЭЖТ
PZ	6	9	ОМЯГЗУЩТЩУЗГЦХАКИФЦГЯЦХАДАХЦХАДСШСДАДСШР
PZ	6	10	ОФХАКИМЯГЦХАХФИКАХЦГЯГЗУЩТ
PZ	6	11	ОМЯГЦХАКИМЯГЦХАХЦФОЫОМЯГЦХАХЦГЯМИЛЕРШСДАХФИКАКИМЯГЗУЩТ
PZ	6	12	ОФХАКИМЯГЦХАКИОЫОМЭЖТ
PZ	8	1	ОФХАКИФЦГЗУЩТ
PZ	8	2	ОФХАКИМЯГЦХАДСШРШСДХЦЗУЩТ
PZ	8	3	ОФХАКИМЯГЦХАКЛБЛИМЯГЦХАКИМЯГЯЭЖТ
PZ	8	4	ОФХДСШРЕЛИМЭЖТЩУЗГЦХАКЛКАДАХКИМЯГЯМИКАХЦГЯМИКАКИМЭЖТЩУЗЦФОЫОМЭЖТ
PZ	8	5	ОФХАКИМЭЖТ
PZ	8	6	ОФХАКИМЯГЯМИКАХЦГЯМИМЭЖТ
PZ	8	7	ОФХАКИФХАКЛЕРШСДАХФЦГЯМИКАХЦГЯМИКАХФОЫОМЯГЦХАХЦГЯЦХДСШРШСДХФМЯГЯМФМИКАХФОЫОИЛИМЯГЯМИМИМЭЯГЦХАХЦХАХФОЫОМЭЖТЩУЗГЦФИЛЕР
PZ	8	8	ОФХАКИМЭЖЩУЩТ
PZ	8	9	ОФХАКИМЯГЦФМИКИМЯГЦЯМИМЭЖТЩУЗГЦХКИМЯГЯМИКАКИМЭЖТ
PZ	9	1	ОФХАКИМЯГЦХАДСШРЕЛИМЯГЯЭЖТЩУЗГЦФМЯГЦХАДСШЕЛИФЦГЦХАДСШРШСДХЦГЯЭЖТ
PZ	9	2	ОФХАКИМЯГЦХАДСШРЕЛКАХЦГЗУЩТ
PZ	10	6	ОФХАХФМЯГЦХАКИФЦГЦЯЭЖТ
PZ	9	3	ОИКАХЦГЯЭЖТЩУЗГЦХАКИМЯГЦФМЭЖТЩУЗГЦХАДСШР
PZ	9	4	ОФХАКЛЕРЕЛИМЭЖТ
PZ	9	5	ОФХАКИМЭЖТ
PZ	9	6	ОФХАХЦГЯМИЛКАХЦГЯГЦХАКИМЯГЦФОЫОФХАКИМЭЖТ
PZ	9	7	ОФХАКИМЯГЦФМЯГЦХАКИМЯГЦХАКЛЕР
PZ	9	8	ОФХАКИМЯГЦФМЯГЦХАКИМЯГЗУЩТЩУЗЦХАКИМЭЖТ
PZ	9	9	ОФХАКИМЭЖТ
PZ	9	10	ОФХАКИМЯГЦФИКАХФМЯГЦХАДСШР
PZ	9	11	ОФХАКИМЯГЗУЩТ
PZ	9	12	ОФХАКИФХАДСШР
PZ	9	13	ОФХАХЦГЯМИКАХФМЯГЦХАКИМЭЖТ
PZ	9	14	ОИКАХАКИМЯГЯМИЛКАХЦГЗУЩТ
PZ	9	15	ОФХАКИФМЯГЦХАДАХЦЗУЗЯМЯГЯЭЖТ
PZ	9	16	ОФХАКИМЭЖТЩУЗГЦХАКИМЯГЦЯМФХАКИМФХАКЛЕР
PZ	9	17	ОФХАКИМЯГЦХАДСШРЕЛИМЯГЯМИКАХФМЯГЯГЯМИКАХФОЫОФХАКИФХАКИМЯГЦФИКИФХАКИМЭЖТ
PZ	9	18	ОФХАКИМЯГЗУЩТЩУЗГЯЭЖТ
PZ	9	19	ОФХАКИМЯГЗУЩТ
PZ	10	1	ОФХАДСШРЕЛКАХЦГЗУЩТЖЭЯГЦХАКИМЯГЯЭЖТ
PZ	10	2	ОФХАКИФХАКИФХАХЦГЯГЦХАХЦЯМИКАХФМЯГЦХАКИМЯГЦХАХЦГЗУЩТ
PZ	10	3	ОФХАХЦГЗУЩТ
PZ	10	4	ОФХАКИМЯГЯМИЛЕР
PZ	10	5	ОФХАХЦГЯМФХАКИМЯГЦЯМИКАКЛЕРШСДХЦГЯМФХАХЦГЦХКИМЭЖТ
PZ	10	7	ОФХАКИМЯГЦХКЛЕР
PZ	10	8	ОФХАХЦГЗУЩТ
PZ	10	9	ОФХАКИМЯГЦФИКАХФОЫОФМЯГЦФИЛЕР
PZ	10	10	ОФХАКИМЯГЦХАКИМЯГЦЯМФХАКИФЦГЦХАДСШРШСДСШР
PZ	10	11	ОФХАКИМЯГЦФМЭЖТ
PZ	10	12	ОФХАКИМЯГЯМФИЛЕРЕЛИМЯГЦХАКЛЕР
PZ	10	13	ОФХАКИМЯГЦХАКЛЕР
PZ	10	14	ОФХАКИМЯГЦФМЭЖТ
PZ	10	15	ОФХАКИМЯГЦФМЯГЦХАХАКИМЯГЦЯМИКАХФМЭЖТ
PZ	10	16	ОФОЫОМЭЖТ
PZ	10	17	ОФХАКИМЯГЦФМЯГЦФМИКАХЦЯМОЫОИЛЕР
PZ	13	23	ОФЦГЗУЩТ
PZ	13	1	ОФХАКИМЯГЦФМЭЖТ
PZ	13	2	ОФХАКЛЕРШСДАХЦГЯМИЛЕР
PZ	13	3	ОФХАХЦГЗУЩТ
PZ	13	4	ОФХАКИМЯГЦХКИМЯГЗУЩТ
PZ	13	5	ОФХАКИМЯГЯЭЖТЩУЗГЯМИЛЕР
PZ	13	6	ОФХАКЛЕРШСДАХЦГЯМИЛЕР
PZ	13	7	ОФХАКИМЯГЗУЩТ
PZ	13	8	ОФХАКИМЯГЦГЦФИЛЕР
PZ	13	9	ОФХАКИМЯГЯЭЖТ
PZ	13	10	ОФХАКИМЭЖТ
PZ	13	11	ОФХАКИМЭЖТ
PZ	13	12	ОФХАКИМЯГЯМИЛЕР
PZ	13	13	ОФХАКИМЭЖТЩУЗГЗЯЭЖТ
PZ	13	14	ОФХАКИМЯГЦФИЛЕР
PZ	13	15	ОФХАКИМЭЖТ
PZ	13	16	ОФХАКИМЯЭЖТ
PZ	13	17	ОИЛЕР
PZ	13	18	ОФХАКИМЯГЯЭЖТЩУЗГЦХАДСШР
PZ	13	19	ОФХАКИМЯГЦХАДСШР
PZ	13	20	ОФХАКИМЭЖТ
PZ	13	21	ОФХАКИМЭЖТ
PZ	13	22	ОФХДСШР
PZ	13	24	ОФХКИМЯГЯЭЯЭЖЩУЗГЦХКИМЯГЦФИКХЦЗУЩТ
PZ	13	25	ОФОЫОИЛЕРШСДХЦГЯМИКАХЦЗУЩТЩУЗГЦФИКАХЦГЯМИЛИМЯГЗУЩТ
PZ	11	12	ФМЭЖТ
PZ	11	1	ОФХАДСШРЕЛКАХЦГЯЭЖТЩУЗГЯЭЯГЦФИЛКАХЦГЦЯМФХАДСШРШСДАХЦГЯЭЖТЩУЗГЦХАКХЦГЯГЯЭМОЫОФХАКЛКХЦЗУЩТ
PZ	11	2	ОФХАХЦГЯМФЦГЯМФЦГЯЭЖТ
PZ	11	3	ОФХАКЛКАХЦГЯЦФИКАХЦГЗУЩТЩУЗГЦХАХЦГЗУЩТ
PZ	11	4	ОФХАКИМЯГЦХАКЛЕР
PZ	11	5	ОФХАКИМЯГЦХАКИМЭЖТЩУЗГЦФОЫОФЦГЯМЯГЦХАХАДСШР
PZ	11	6	ОФХАХЦГЯЭЖТЩУЗГЦФХАКИМЯГЦФОЫОФЦФЦГЯМИКАХЦХАКИМЯГЯМИМЯГЦХАКЛЕР
PZ	11	7	ОФХАХЦГЯМИЛЕРШСДАХЦГЯЭЖТ
PZ	11	8	ОФХАКЛЕРЕЛИМЯГЦФМЯГЯМФХАКИМЯГЦХАХЦГЯМИЛЕР
PZ	11	9	ОФХАКИМЯГЯГЯМОЫОФХАХФМЯГЗУЗЦФИКАХФМЯГЯЭЖТ
PZ	11	10	ОФХАКИМЯГЯМИКАХЦГЯЭЖТЩУЩТ
PZ	11	11	ОФХАКЛЕРШСДСШСДСШР
PZ	11	12	ОФХАХЦГЯМИКАХЦГЯМОЫОФ
PZ	11	13	ОФХАКИМЯГЯЭЖТ
PZ	11	14	ОФХАКИМЯГЯЭЖТ
PZ	11	15	ОФХАКЛЕР
PZ	11	16	ОФХАКИМЯГЯМИЛЕР
PZ	11	17	ОФХАХЦГЯМИЛЕР
PZ	11	18	ОФХАКЛЕР
PZ	11	19	ОФХАКИФХАКЛЕРШСДАХКИМЯГЯЭЖТ
PZ	11	20	ОФХАКИФХАХЦГЯЭМИКАКИФХАХЦГЯМИЛЕР
PZ	11	21	ОФЦГЦФОЫОИЛЕР
PZ	11	22	ОФХАКИМЯГЯЭЖТЩУЗГЯМИКАХЦГЯМИЛЕР
PZ	12	1	ОФХАКЛЕРШСДАХЦГЗУЩТ
PZ	12	2	ОФХАКИМЯГЗУЩТ
PZ	12	3	ОФХАКИМЯГЦХАКЛЕР
PZ	12	4	ОФХАКИМЯГЦХАКИМЯГЯЭЖТ
PZ	12	5	ОФХАДСШРЕЛИФХАХЦГЯМОЫОИКАДСШР
PZ	12	6	ОФХАКИМЯГЗУЩТ
PZ	12	7	ОФХАКЛЕРШСДАХЦГЯМИКАХЦГЯМИЛЕР
PZ	12	8	ОФХАКИМЯГЯМИЛЕР
PZ	12	9	ОФХАКИМЯГЗУЩТ
PZ	12	10	ОФХАКЛЕРШСДАХЦГЯМИЛЕР
PZ	12	11	ОФХАКИМЯГЯМИКАХЦГЯЭЖТ
PZ	12	12	ОФХАКИМЯГЯЭЖТ
PZ	12	13	ОФХАКЛЕРЕЛИМЯГЯМИЛЕР
PZ	12	14	ОФХАКИМЯГЯЭЖТ
PZ	12	15	ОФХАКЛЕШСДАХЦГЯМИМЯГЦХАКИМЯГЦФОЫОИЛЕР
PZ	12	16	ОФХАКИМЯГЦХАКИМЯГЯЭЖТ
PZ	12	17	ОФХАКИМЭЖТ
PZ	12	18	ОФХАКЛЕР
PZ	12	19	ОФХАХЦГЯМИЛЕР
PZ	12	20	ОФХАКИМЯГЦФОЫОИЛЕР
PZ	12	21	ОФХАКИМЯГЦХАХЦГЗУЩТ
PZ	12	22	ОФХАКИМЯГЦФИЛЕР
PZ	12	23	ОФХАХЦГЯЭЖТ
PZ	12	24	ОФХАКИМЯГЦХАХЦГЗУЩТ
PZ	12	25	ОФХАКИФХАХАКИМЯГЯЭЖТ
PZ	12	26	ОФХАКИМЯГЗУЩТ
PZ	12	27	ОФХАКЛЕРШСДАХЦГЯМИЛЕР
PZ	12	28	ОФХАКИМЯГЯМИЛЕР
PZ	12	29	ОФХАКИМЯГЦХАКИМЯГЯЭЖТЩУЩТ
PZ	12	30	ОФХАХЦГЯМИМЯГЯЭЖТ
PZ	12	31	ОФХАКИЛЕР
PZ	15	1	ОФХАКИМЯГЦХАКЛЕРШСДХЦЯЭЖТЩУЗЯМИЛЕР
PZ	15	2	ОФХАХЦГЯМИКАДСШРШСДХЦГЯМФХАХФОЫОФЦГЗУЩТЖЭМФХАКЛЕР
PZ	15	3	ОФХАКИМЯГЯЭЖТЩУЩТ
PZ	15	4	ОФХАКИМЯГЯМИКАДСШР
PZ	15	5	ОФХАХЦГЯМИКАХЦГЯМИКАХФМЭЖТ
PZ	15	6	ОФХАКЛИМЯГЦФИЛЕР
PZ	15	7	ОФХАХЦГЯМИКАХФИЛЕР
PZ	15	8	ОФХАКИМЯГЗУЩТ
PZ	15	9	ОФХАКИМИМЯГЦХАКЛЕР
PZ	15	10	ОФХАХЦГЯМИЛЕР
PZ	15	11	ОФХАХЦГЯМИКАДАХЦГЦФОЫОИЛЕР
PZ	15	12	ОФХАКИМЯГЯЭЖТ
PZ	15	13	ОФХАКИМЯГЦФОЫОИЛЕР
PZ	15	14	ОФЦГЯМИЛЕР
PZ	15	15	ОФХАКИМЯГЦХАХЦГЦХАДСШРШСДСШРШСДАХЦГЯЭМИЛИМЭЖТЩУЗГЯЭЖТ
PZ	15	16	ОФХАКИМЯГЦХКИМЯГЦФОЫОФХАКИМЯГЦФИЛЕР
PZ	15	17	ОФХАКИМЭЖТ
PZ	16	1	ОФХАКИМЯГЯЭЖТ
PZ	16	2	ОФХАКЛИМЯГЗУЩТ
PZ	16	3	ОФХАКИМЯГЗУЩТ
PZ	16	4	ОФХАКИФХАХЦГЯМИКАХЦФОЫОИЛЕР
PZ	16	5	ОФХАКИМЯГЦХАКИМЯГЗУЩТ
PZ	16	6	ОФЦГЯЭМЯЭЖТЩУЗГЦФИЛЕРШСДСШР
PZ	16	7	ОФХАКИМЯГЯМИКАКИМЯГЦФИЛЕР
PZ	16	8	ОФХАКИМЯГЦФИМЯЦХДСШР
PZ	16	9	ОФХАКИМЯГЗУЩТЩУЗГЦФОЫОФХАХЦГЦХФОЫОИЛЕР
PZ	16	10	ОФХАКИМЯГЯЦФИЛКИМЯГЗУЩТЖЭМИКАДСШР
PZ	16	11	ОФХАХЦГЯЭЯЗУЩТ
PZ	16	12	ОФЦГЯМИКАХЦГЗУЩТ
PZ	16	13	ОФХАКИМЭЖТ
PZ	16	14	ОФЦГЦХКИМЭЖТ
PZ	16	15	ОФХЦФИЛЕР
PZ	18	1	ОФХАКИМЯГЗУЩТ
PZ	18	2	ОФХАКЛИМЯГЦХАКИМЯГЗУЩТ
PZ	18	3	ОФХАХЦФОЫОФЦЯЭВЖТЩУЗЦХАКЛЕР
PZ	18	4	ОФХАКИМЯГЯМИЛЕРШСДАХЦГЗУЩТ
PZ	18	5	ОФХАКИМЯГЦФМЯГЦХАКИМЭМИМОЫОИЛЕР
PZ	18	6	ОФХАХЦГЯЭЖТЩУЗЦХАКЛКДСШР
PZ	18	7	ОФХАКИМЯГЦХЦГЯМИКАХЦХКЛЕР
PZ	18	8	ОФХАКИМЯГЦФИЛЕР
PZ	18	9	ОФХАКИМЯГЦФИЛЕР
PZ	18	10	ОФЦГЯЭЖТЩУЗГЦФОЫОИЛЕР
PZ	18	11	ОФЦГЦХАКЛИМЯГЦФИЛЕР
PZ	18	12	ОФХАКИМЭЖТ
S	1	1	ОМЯГЯЭМИЛКАКИМЯГЯМОЫОИЛЕР
S	1	2	ОИКАДСШЕЛИМЯГЯЭЖТЩУЩТ
S	2	1	ОФХКИМЯГЗУЩТ
S	2	2	ОИЛЕРШСДХЦЗУЩТЖВЭМИЛИМЯГЦХАКИМЯГЯМИОЫОФХАКИМЭВЖТЩУЗГЯМИЛКАХФЦЯМИМЭВЭМИФЦЗУЩТ
S	2	3	ОФХАДСШР
S	2	4	ОМЯГЗУЩУЗЦХАКИМЯГЦХАКИОЫОФХАДСШРЕЛИМЭЖЩУЗЦФОЫОМЯГЯЭЖТЩУЗЦХАДСШРЕР
S	2	5	ОИКАХФОЫОФЦЯЭМИКДСШР
S	2	6	ОФОЫОИЛКАХЦЯЭЯГЗУЩТ
S	2	7	ОФХАХЦГЯМИКЛЕРШСДСШР
S	2	8	ОФЦЗУЩТ
